G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,I1,I2,I3,I5,I6,I7,I8,I9,I10,I13,I14,I15,I16,I17,I18,I19,I21,I22,I24,I25,I26,I27,I28,I29,I30,I31,I33,B2,B3,B4,B6,B7,B9,B11,B12,B13,B15,B16,B17,B19,B22,B23,B24,B28,B29,B30,B31,B32,B33,B34,B35,quiz1,quiz2,S1T1_1,S1T1_2,S1T1_3,S1T2_1,S1T2_2,S1T2_3,S1T3_1,S1T3_2,S1T3_3,S1T4_1,S1T4_2,S1T4_3,S1T5_1,S1T5_2,S1T5_3,S2T1_1,S2T1_2,S2T1_3,S2T2_1,S2T2_2,S2T2_3,S2T3_1,S2T3_2,S2T3_3,S2T4_1,S2T4_2,S2T4_3,S2T5_1,S2T5_2,S2T5_3,S3T1_1,S3T1_2,S3T1_3,S3T2_1,S3T2_2,S3T2_3,S3T3_1,S3T3_2,S3T3_3,S3T4_1,S3T4_2,S3T4_3,S3T5_1,S3T5_2,S3T5_3,S4T1_1,S4T1_2,S4T1_3,S4T2_1,S4T2_2,S4T2_3,S4T3_1,S4T3_2,S4T3_3,S4T4_1,S4T4_2,S4T4_3,S4T5_1,S4T5_2,S4T5_3,GF1,GF2,GF3,GF4,GF5,GF6,GF7,GF8,GF9,GF10,GF11,GF12,GF13,GF14,GF15,GF16,GF17,GF18,GF19,GF20,GF21,GF22,GF23,GF24,GF25,GF26,GF27,GF28,GF29,GF30,GF31,GF32,GF33,GF34,GF35,GF36,GF37,GF38,GF39,GF40,GF41,GF42,GF43,GF44,GF45,GF46,GF47,GF48,GF49,GF50,GF51,GF52,GF53,GF54,GF55,GF56,GF57,GF58,GF59,GF60,Age,Gender,Ethnicity,Ethnicity_6_TEXT,end_open,Best_effort_2,Feedback,PROLIFIC_PID,Quiz
2,5,4,5,5,1,3,3,5,4,5,4,3,5,5,5,4,5,4,3,4,2,4,1,3,4,4,4,2,4,4,5,5,3,5,5,5,4,5,3,4,4,2,3,4,5,4,4,3,1,4,4,5,4,1,3,4,2,4,4,1,1,1,2,3,2,5,4,4,4,5,4,3,4,4,4,4,3,5,4,1,1,1,1,4,1,1,1,1,4,5,1,4,5,1,4,3,3,3,3,1,1,4,1,1,1,4,1,3,5,3,1,"1,3,4",1,2,3,3,1,2,3,2,1,1,3,2,3,1,2,1,3,2,3,2,1,1,3,2,1,3,2,3,1,2,1,2,3,1,3,2,1,2,3,1,2,3,2,1,3,1,2,3,1,2,3,1,2,3,1,3,2,2,1,3,3,1,2,1,2,3,2,3,1,2,1,3,3,1,2,2,3,1,2,3,1,2,1,3,3,1,2,2,3,1,3,1,2,3,1,2,1,2,3,3,2,1,2,3,1,2,3,1,2,3,1,2,1,3,2,3,1,2,1,3,45,female,1,,had to choose between several behaviors and rank them,1,,5edbedb8957a4d8833c8df3c,
5,5,5,3,4,3,3,2,4,3,2,3,3,1,2,1,2,3,5,1,3,2,4,4,3,3,3,3,2,5,4,5,4,2,2,4,4,3,2,3,4,4,2,4,3,4,1,4,3,1,3,1,4,5,1,3,3,1,2,3,1,1,1,1,1,1,1,1,1,4,3,5,3,4,5,4,5,2,5,5,5,5,5,5,5,2,4,1,3,2,5,1,1,5,1,1,1,5,2,1,3,1,1,1,3,1,4,3,1,4,1,1,"1,3,4",3,1,2,2,3,1,2,3,1,1,3,2,1,3,2,3,2,1,3,2,1,2,1,3,3,2,1,3,1,2,3,2,1,1,3,2,1,2,3,1,2,3,1,3,2,1,2,3,2,3,1,1,2,3,3,2,1,3,1,2,3,1,2,2,3,1,3,2,1,3,1,2,3,1,2,3,1,2,1,3,2,3,2,1,1,2,3,3,1,2,3,1,2,3,2,1,1,2,3,3,1,2,3,1,2,1,3,2,1,3,2,3,1,2,3,1,2,2,3,1,25,Male,4,,Put pre-written decisions in numerical order from most likely what I would do to least likely in this certain situation with colleague B.,1,,6047d1d9637a510a06458c85,
5,4,5,5,4,3,2,2,2,2,5,2,3,3,4,3,5,4,3,2,5,2,2,4,5,4,2,1,1,4,2,4,4,4,5,3,5,3,2,1,4,2,1,4,4,4,2,2,4,1,4,1,4,1,1,4,1,2,4,1,1,1,1,1,1,4,1,5,1,5,5,5,5,5,4,3,4,2,5,5,5,5,5,5,5,1,1,1,1,4,5,1,4,5,1,1,4,5,1,4,1,1,4,1,2,2,4,1,1,5,1,1,"1,3,4",3,1,2,2,1,3,2,3,1,1,3,2,1,2,3,2,3,1,2,1,3,3,2,1,2,3,1,3,1,2,2,3,1,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,2,3,1,1,3,2,1,2,3,2,1,3,2,3,1,1,2,3,1,2,3,3,1,2,3,1,2,3,1,2,1,3,2,3,2,1,1,2,3,2,3,1,2,1,3,2,1,3,1,2,3,2,1,3,3,1,2,1,2,3,1,3,2,2,1,3,3,1,2,2,1,3,38,Female,5,,Ask questions about my personality choosing the options closest to what I consider myself. Also a portion to choose which tactics I would choose to get a person to do what I asked.,1,,66315563a848526fcfa7555b,
4,4,4,4,4,3,4,3,2,3,3,2,4,3,4,2,4,4,2,3,4,3,2,3,4,2,4,3,2,2,3,2,4,3,3,2,4,2,2,2,3,4,2,4,2,2,2,3,4,2,2,3,2,1,1,2,1,2,2,2,2,3,1,2,1,1,2,3,3,4,4,5,4,4,5,4,4,3,4,4,4,5,5,4,4,2,3,2,3,4,5,2,3,4,1,2,3,4,2,2,2,1,2,2,3,2,2,2,2,4,2,1,"1,4",3,2,1,2,1,3,2,3,1,2,3,1,1,3,2,3,2,1,3,1,2,1,3,2,2,3,1,3,1,2,3,2,1,3,2,1,1,3,2,2,1,3,1,2,3,1,2,3,1,3,2,2,3,1,2,1,3,3,1,2,2,1,3,2,1,3,1,3,2,3,1,2,1,3,2,3,1,2,3,2,1,1,3,2,1,3,2,1,2,3,2,3,1,3,1,2,1,3,2,3,2,1,2,1,3,1,3,2,1,2,3,2,3,1,3,1,2,1,2,3,35,Female,1,,Answer questions about my personality and how I would react in a specific situation ,1,,6658b26d5e1a41dd45542d7a,
5,5,4,3,4,4,4,2,4,3,5,2,3,5,3,1,4,4,3,3,1,2,3,1,3,3,2,4,2,3,2,2,3,2,3,4,3,1,4,2,3,3,2,2,1,2,2,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,5,5,4,3,5,4,4,3,2,5,5,5,5,5,4,5,1,1,1,1,4,4,1,5,4,1,1,4,4,1,1,1,1,1,1,1,4,4,1,1,4,2,1,"1,3",2,1,3,3,1,2,2,3,1,2,3,1,1,3,2,3,2,1,3,1,2,3,2,1,3,2,1,3,1,2,3,2,1,3,1,2,1,2,3,1,2,3,1,3,2,2,1,3,3,2,1,1,3,2,3,1,2,3,1,2,2,3,1,1,3,2,1,3,2,2,1,3,2,1,3,3,2,1,2,1,3,2,1,3,1,2,3,1,2,3,2,3,1,2,3,1,1,3,2,3,2,1,2,1,3,1,2,3,1,2,3,1,2,3,3,2,1,2,3,1,46,Female,1,,"Choosing which personality traits, we align with, then choosing how we would try and influence someone in the workplace to do a particular task, they chose the order/preference of ways to encourage someone to do something, then choose in order of preference certain personality traits.",1,N/A,65bbeaa8665b4e64783728db,
4,3,5,3,5,3,2,2,4,2,4,3,2,5,1,2,2,4,4,2,5,3,4,4,2,3,4,1,1,3,5,4,5,3,2,4,4,2,5,3,4,4,2,2,3,4,2,4,2,2,3,1,2,2,2,3,1,2,2,2,1,2,1,4,4,1,4,1,1,4,4,5,4,5,4,4,4,4,4,4,5,4,4,4,4,4,5,2,4,4,5,2,4,5,2,1,4,4,2,1,2,2,1,1,4,4,5,1,1,5,4,1,"1,3,4",3,1,2,3,2,1,1,3,2,1,3,2,1,3,2,2,3,1,1,3,2,2,3,1,3,2,1,3,1,2,2,3,1,1,2,3,1,3,2,1,2,3,1,3,2,1,2,3,3,2,1,2,3,1,3,1,2,2,1,3,3,2,1,3,1,2,2,3,1,3,1,2,2,1,3,3,2,1,2,3,1,1,3,2,3,2,1,2,3,1,3,1,2,2,3,1,2,3,1,3,1,2,2,3,1,1,2,3,3,2,1,2,3,1,2,1,3,2,3,1,25,Female,3,,Personalities that describe me. How I would influence a colleague to change in a way I want. Through rating and sorting.,1,I like that there is back and next buttons and that the survey immediately turns to the next page as I select an answer,655a67b1c4d20ea6c0dc83af,
4,4,4,3,4,3,2,4,2,4,4,4,3,4,2,2,2,2,4,4,4,2,4,2,2,2,2,4,2,4,4,4,4,2,3,4,4,2,4,4,4,2,2,3,3,2,4,2,2,2,4,2,3,1,2,2,2,2,2,1,2,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,4,2,2,1,1,2,4,1,2,5,1,1,4,4,1,1,1,1,1,1,1,2,4,3,1,4,3,1,"1,3,4",2,1,3,3,2,1,1,2,3,1,2,3,1,3,2,2,1,3,3,2,1,3,2,1,3,2,1,3,1,2,2,1,3,1,2,3,1,2,3,1,2,3,2,3,1,1,2,3,3,2,1,1,3,2,2,1,3,3,1,2,3,1,2,1,2,3,2,1,3,1,2,3,2,1,3,3,2,1,1,3,2,2,1,3,1,2,3,2,3,1,3,1,2,3,1,2,2,3,1,1,2,3,3,2,1,2,1,3,3,2,1,2,1,3,2,1,3,1,2,3,25,Female,1,,"How to get a colleague to do things, ranking different ways, how I perceive myself",1,,60fe0f9a372483e4f9cae108,
4,4,5,2,5,4,2,3,5,2,2,2,2,4,4,1,3,3,4,2,5,2,3,5,4,4,2,1,1,4,2,5,5,3,2,4,4,3,3,4,5,4,2,4,4,2,2,3,2,2,4,1,2,3,1,4,2,2,2,2,1,3,1,2,2,1,1,1,1,4,4,4,3,3,4,3,3,3,5,3,4,4,5,5,4,4,3,1,2,3,4,2,2,5,1,2,4,4,3,1,1,1,1,1,4,3,5,1,1,4,3,1,"1,3,4",3,1,2,2,3,1,2,3,1,1,3,2,1,3,2,2,3,1,2,3,1,2,3,1,3,2,1,3,1,2,3,2,1,1,3,2,1,2,3,1,2,3,1,3,2,1,2,3,1,3,2,1,2,3,3,1,2,3,1,2,3,2,1,3,1,2,3,2,1,3,1,2,3,1,2,3,2,1,2,3,1,3,2,1,2,1,3,2,3,1,3,2,1,3,2,1,1,3,2,3,1,2,3,2,1,1,3,2,2,3,1,3,2,1,3,1,2,3,1,2,22,Male,3,,To see how different types of people use tactics to influence others,1,,648fb0a61dd38a3d35c44939,
3,4,5,3,4,2,3,3,2,2,2,3,2,4,2,1,3,1,3,3,4,3,3,4,4,2,2,3,1,4,3,4,4,2,2,4,4,1,4,1,4,2,1,5,3,1,1,1,2,2,2,1,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,5,1,5,5,5,5,5,3,5,1,1,1,1,2,4,1,1,4,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,"1,3,4",2,1,3,3,2,1,3,2,1,1,3,2,1,3,2,3,1,2,2,3,1,3,2,1,3,2,1,3,1,2,2,1,3,3,2,1,2,3,1,1,2,3,2,3,1,1,2,3,2,3,1,1,3,2,2,1,3,3,1,2,3,2,1,2,1,3,3,2,1,2,3,1,3,1,2,3,1,2,3,2,1,3,2,1,1,2,3,2,3,1,3,2,1,3,2,1,2,3,1,3,1,2,3,1,2,3,2,1,1,2,3,1,2,3,2,1,3,2,3,1,37,Female ,1,,Answered questions about personality traits and how we would use them to influence people.,1,,650d62e04ad973ecad37d345,
3,4,2,3,2,2,4,2,3,3,3,3,2,3,2,2,4,4,3,3,2,3,2,3,4,2,3,4,4,2,2,1,2,3,3,2,3,3,2,3,2,3,3,3,1,2,2,3,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2,2,2,1,3,4,4,3,5,4,2,4,2,4,5,3,4,3,4,5,2,3,1,2,4,4,2,2,4,2,1,3,3,2,2,2,1,1,3,3,1,3,2,1,4,1,1,"1,3,4",3,1,2,3,2,1,1,3,2,2,3,1,1,3,2,3,2,1,2,3,1,3,2,1,3,2,1,3,1,2,2,3,1,1,3,2,1,2,3,1,2,3,1,3,2,2,1,3,1,3,2,2,3,1,3,1,2,3,1,2,2,1,3,1,3,2,1,3,2,3,2,1,1,3,2,3,1,2,1,2,3,2,1,3,1,2,3,1,2,3,1,3,2,2,1,3,1,2,3,2,3,1,2,1,3,1,3,2,1,3,2,3,2,1,3,2,1,3,1,2,48,Male,1,,Rank to what degree I have certain personality traits,1,,5e58333d4b439f04b1069026,
4,4,3,4,4,2,2,2,4,2,5,4,2,4,2,2,3,2,2,2,4,2,4,2,3,4,4,3,4,2,4,4,4,3,4,4,3,4,4,3,2,4,4,2,2,4,3,4,2,3,2,2,2,2,3,4,4,2,4,1,2,3,1,1,1,1,2,4,2,4,4,4,4,5,3,3,3,1,4,4,2,4,2,4,5,1,2,1,1,4,3,1,4,4,1,2,5,5,2,1,1,1,2,1,4,4,4,4,1,4,3,1,"1,3,4",2,1,3,2,3,1,2,3,1,2,3,1,1,3,2,3,1,2,1,2,3,3,2,1,3,2,1,3,2,1,2,1,3,3,1,2,1,2,3,2,1,3,1,3,2,1,2,3,3,1,2,1,3,2,3,1,2,1,2,3,1,2,3,1,3,2,2,3,1,3,1,2,2,1,3,3,1,2,3,2,1,3,1,2,3,1,2,2,1,3,1,3,2,3,2,1,3,1,2,3,2,1,1,3,2,1,3,2,1,2,3,1,3,2,3,2,1,2,1,3,52,Male,1,,Asked me to rank different attributes in the order they applied to me and to rank some attributes on a scale of how much they applied to me. This was through the lens of influencing a person to do something I wanted.,1,I really enjoy undertaking these types of studies that make me step back and think about myself. Thank you for the opportunity.,6604ab13b9e324e7e8e6b78a,
5,5,3,5,4,5,5,3,2,5,4,4,5,2,2,2,4,2,2,1,4,4,4,2,4,4,4,5,1,2,4,2,2,4,3,2,4,2,2,4,2,2,1,3,3,2,1,2,3,1,1,1,2,2,4,2,3,2,4,2,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,1,2,3,3,4,3,2,2,3,3,2,3,3,2,3,4,3,1,4,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,1,2,1,"1,4",1,2,3,3,2,1,3,2,1,3,2,1,2,3,1,3,1,2,2,1,3,2,3,1,3,1,2,2,3,1,3,1,2,2,1,3,1,2,3,2,1,3,1,2,3,3,2,1,3,2,1,3,2,1,2,3,1,1,3,2,2,1,3,1,3,2,1,3,2,2,3,1,2,1,3,2,1,3,2,1,3,1,3,2,2,1,3,1,3,2,1,3,2,2,3,1,2,3,1,1,3,2,2,1,3,2,1,3,1,3,2,2,1,3,1,2,3,2,1,3,53,Female ,2,,To say how I would behave in certain scenarios ,1,,571cd566e1d2ec0013a68b64,
2,5,4,4,4,4,5,2,2,4,5,5,5,5,2,1,4,2,1,2,3,4,4,4,2,4,1,4,4,1,4,4,4,4,4,4,4,2,4,4,2,2,2,4,2,4,2,2,4,2,2,4,2,2,4,4,2,2,4,2,2,4,2,2,2,1,4,5,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,2,2,1,2,2,2,4,4,1,4,4,2,4,2,4,1,1,1,1,1,1,4,2,4,1,2,4,1,1,"1,4",2,1,3,3,1,2,3,2,1,1,2,3,1,3,2,2,1,3,2,3,1,3,2,1,1,3,2,3,2,1,1,2,3,1,3,2,3,2,1,1,2,3,2,1,3,2,1,3,1,3,2,2,1,3,2,1,3,3,1,2,3,1,2,1,2,3,1,2,3,1,3,2,2,1,3,2,1,3,3,2,1,3,2,1,3,1,2,2,1,3,1,3,2,1,2,3,2,3,1,1,2,3,2,1,3,1,2,3,1,2,3,1,2,3,2,1,3,1,2,3,51,Male,1,,I was asked how I would influence person B to get them to a task I need them to do. Also I was asked how I feel about myself in different ways.,1,no extra feedback,650a224ba3462634768a04dc,
5,5,4,5,2,3,3,2,1,3,3,1,2,2,1,2,4,2,2,3,1,4,2,2,5,3,1,1,3,2,1,3,1,1,4,1,5,1,1,1,1,1,1,4,3,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,3,4,3,4,4,3,4,4,4,4,1,1,1,1,1,4,1,1,3,1,1,4,4,1,1,1,1,1,1,1,1,2,1,1,4,1,1,"1,2,3,4",2,3,1,1,3,2,2,3,1,1,2,3,1,3,2,3,2,1,1,3,2,3,2,1,3,1,2,3,1,2,1,3,2,2,1,3,2,3,1,1,2,3,2,3,1,2,1,3,2,3,1,1,2,3,3,1,2,3,1,2,2,3,1,1,3,2,1,2,3,2,1,3,2,3,1,2,1,3,2,1,3,1,2,3,1,3,2,2,1,3,3,1,2,2,1,3,1,3,2,3,1,2,3,1,2,1,3,2,1,3,2,2,1,3,3,2,1,1,3,2,58,Female,2,,Categorize traits and behaviors from the choices given.,1,,666b3e495568fc892c39c336,0
4,4,5,5,4,3,4,5,5,5,4,5,3,4,1,2,2,4,1,1,2,4,1,5,4,2,3,4,1,2,4,1,4,5,5,4,4,2,4,4,4,5,4,3,2,4,2,4,4,3,2,3,1,2,4,2,2,4,3,1,1,1,1,1,1,1,2,1,1,4,5,3,2,4,2,5,5,2,5,5,5,5,5,4,4,5,4,2,2,4,5,2,5,5,4,2,4,5,3,4,5,1,1,1,2,1,4,5,1,4,1,2,"1,3,4",2,1,3,3,2,1,2,3,1,1,2,3,1,3,2,2,3,1,3,1,2,3,2,1,3,2,1,3,1,2,3,2,1,3,1,2,1,2,3,1,2,3,1,3,2,1,2,3,2,1,3,3,1,2,3,2,1,1,3,2,2,3,1,1,3,2,1,3,2,2,1,3,1,2,3,2,1,3,3,2,1,1,2,3,1,2,3,1,2,3,1,3,2,2,1,3,1,2,3,1,3,2,2,1,3,2,3,1,1,2,3,1,2,3,1,2,3,2,3,1,49,Male,3,,I was asked to provide feedback on influencing tactics and how to obtain what i want by coercing and manipulating the other person (person B),1,Thank you,64baea526e06cfaac4628de4,0
4,5,4,4,4,4,2,4,4,2,5,4,2,4,1,2,3,2,4,4,4,1,2,1,2,2,3,4,2,3,2,3,5,2,1,2,3,4,2,4,2,4,4,2,5,2,4,2,1,2,2,1,2,1,2,4,5,2,1,2,2,4,4,2,2,4,4,1,2,5,4,5,4,3,5,5,4,4,4,4,2,4,4,4,2,4,1,1,4,4,5,4,1,5,4,2,2,4,4,4,4,1,1,3,4,2,5,4,1,5,1,1,"1,3,4",3,2,1,3,1,2,2,3,1,1,3,2,2,3,1,2,3,1,2,3,1,3,2,1,3,2,1,3,1,2,3,2,1,1,3,2,2,3,1,1,3,2,2,3,1,3,2,1,2,3,1,3,2,1,3,2,1,2,1,3,3,1,2,3,2,1,3,2,1,3,1,2,2,1,3,3,1,2,1,3,2,2,1,3,3,1,2,2,1,3,2,3,1,3,2,1,3,1,2,2,3,1,2,3,1,2,1,3,2,1,3,3,2,1,3,2,1,2,1,3,30,Female,3,,The survey asks me to rate and rank my personal traits and how I would influence other people in workplace.,1,,66b145b93eddf3e9c48d3b82,
4,2,2,4,3,3,4,4,4,4,2,4,4,4,3,4,3,2,4,3,2,4,4,2,4,2,2,4,4,1,2,1,2,4,4,4,3,2,4,2,1,2,2,2,1,2,2,2,2,4,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,4,2,2,4,2,2,2,4,2,2,2,2,2,2,4,2,4,2,2,4,2,1,"1,3,4",2,1,3,3,1,2,3,2,1,1,3,2,1,3,2,3,1,2,3,2,1,2,3,1,3,2,1,3,1,2,2,1,3,1,3,2,1,3,2,1,2,3,1,2,3,1,3,2,2,3,1,1,3,2,3,1,2,2,1,3,1,3,2,1,3,2,1,3,2,1,3,2,2,1,3,2,1,3,2,1,3,1,2,3,1,3,2,2,1,3,2,3,1,1,2,3,2,3,1,1,3,2,1,2,3,1,3,2,1,2,3,1,3,2,1,2,3,1,2,3,52,Male,1,,To see how people act to get someone to do what you want or need them to do,1,,5ebbc0b64fa5d7198e40eb2b,
4,5,5,3,5,3,2,3,4,3,4,3,2,4,3,2,3,3,4,2,4,2,3,4,3,4,3,3,2,4,4,5,5,4,3,4,3,3,3,2,5,4,3,3,5,4,4,3,2,2,5,2,4,3,2,4,2,2,3,4,2,4,1,3,1,2,3,1,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,2,3,4,4,2,3,4,3,2,3,4,3,2,3,1,1,1,4,3,4,4,2,4,2,1,"1,3,4",3,1,2,3,1,2,2,3,1,1,3,2,1,3,2,3,2,1,3,2,1,2,3,1,3,2,1,3,1,2,3,1,2,1,3,2,1,3,2,1,2,3,1,3,2,1,2,3,2,3,1,1,3,2,3,1,2,3,1,2,3,2,1,2,1,3,3,2,1,2,1,3,3,1,2,3,1,2,1,3,2,3,2,1,2,1,3,2,3,1,3,1,2,3,2,1,2,3,1,3,1,2,2,3,1,1,2,3,2,3,1,3,1,2,3,2,1,2,3,1,26,male,1,,"I had to rate whether I thought things were true about me, then I had rank tactics to manipulate someone in a work enviroment and I also had to rank things based on how true I thought they were about me.",1,,5bd9580fbeca730001cf339b,
5,3,5,4,4,3,4,1,4,2,4,1,2,3,2,1,3,3,2,1,4,1,2,2,5,2,2,2,1,1,1,1,1,1,2,2,2,1,2,1,4,3,1,4,1,2,1,2,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,2,5,5,3,1,1,5,5,5,5,5,5,5,1,1,1,1,1,5,1,1,5,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,2,1,1,"1,3,4",2,1,3,3,1,2,3,2,1,1,2,3,2,3,1,2,3,1,2,3,1,3,2,1,3,2,1,3,1,2,3,2,1,2,1,3,1,2,3,1,2,3,2,3,1,1,2,3,3,1,2,1,3,2,3,1,2,3,1,2,1,3,2,2,1,3,1,3,2,2,1,3,2,1,3,3,2,1,2,3,1,2,3,1,1,2,3,1,3,2,2,1,3,3,1,2,1,3,2,3,1,2,3,1,2,1,3,2,1,2,3,2,3,1,2,1,3,3,1,2,52,Female,6,Middle Eastern,"First, answered some questions about my personality/how I view myself. 
Next, chose how likely I would do something to convince person B to act/think/do and then ranked them.
The, ranked some personal traits.
Last, demographics.",1,"In the ranking portion, there were situations where I wouldn't do any of the three options given, but I tried to rank them from most likely to least likely.",66dcf781df48677f4af4a804,
4,4,4,3,3,5,4,5,4,3,5,4,3,4,5,3,4,5,2,2,2,3,4,2,4,4,5,4,4,3,2,3,4,3,4,5,3,4,5,5,2,4,4,3,4,4,4,2,2,2,3,2,3,4,2,4,4,2,2,2,4,4,2,2,3,4,2,2,2,2,4,4,5,5,5,4,5,3,3,4,5,5,4,4,4,3,2,2,4,3,4,2,4,4,3,2,2,4,2,2,2,4,2,2,2,2,4,4,2,5,2,1,"1,3,4",2,1,3,3,1,2,3,1,2,1,3,2,1,3,2,3,1,2,3,2,1,3,2,1,2,3,1,3,1,2,2,1,3,3,2,1,3,2,1,1,2,3,1,2,3,2,1,3,2,3,1,2,3,1,3,1,2,2,1,3,2,1,3,2,3,1,1,3,2,3,1,2,1,3,2,3,1,2,1,2,3,2,1,3,3,1,2,1,3,2,1,3,2,3,2,1,3,1,2,2,3,1,1,3,2,1,2,3,3,2,1,3,2,1,3,2,1,3,2,1,31,male,4,,"This was an interesting test about personality traits.
One half was about questions and how strongly I agree or disagree with a statement, while the other half had me ranking different ways to proceed and influence others in different situations.",1,There were a couple of statements in this test that made me realize stuff about myself.,66b124f632e9337e426d276e,
2,4,4,4,3,2,2,2,4,2,4,2,2,3,4,3,2,4,2,3,3,4,2,2,4,2,4,2,4,4,4,3,3,4,4,2,3,4,2,3,4,4,4,4,2,3,4,3,3,4,4,4,2,3,4,2,1,1,3,3,1,1,1,1,1,1,2,3,1,4,4,1,2,4,4,4,1,1,4,4,4,5,3,2,4,4,1,1,1,4,1,1,4,4,1,3,1,3,1,1,3,1,3,1,1,1,4,1,1,1,1,1,"2,3,4",2,3,1,3,1,2,1,2,3,1,3,2,1,2,3,3,2,1,3,1,2,3,2,1,3,2,1,2,1,3,2,1,3,3,2,1,1,3,2,1,2,3,2,3,1,1,3,2,1,3,2,3,2,1,3,2,1,1,2,3,1,2,3,1,3,2,2,3,1,3,1,2,3,2,1,2,3,1,2,3,1,1,2,3,2,3,1,3,2,1,2,1,3,1,2,3,2,1,3,3,1,2,1,2,3,1,2,3,1,3,2,1,2,3,1,2,3,1,2,3,29,Male,1,,"Well I had to sort manipulation tactics, camouflaged as influence tactics, out.",1,These controll action/test was bit confusing.,66e49cc3e543bd37e4341063,0
4,5,4,5,4,2,4,2,3,3,5,3,3,2,1,2,4,2,3,2,2,3,3,2,5,4,2,3,2,3,4,2,3,4,4,1,4,1,1,1,4,1,1,3,3,5,2,2,3,1,1,3,2,2,1,1,1,1,2,1,2,2,1,1,3,1,3,1,1,4,4,3,4,5,4,3,3,2,5,5,4,5,4,3,5,1,3,1,1,3,5,1,1,5,1,1,4,5,1,1,1,1,1,1,1,1,3,1,1,3,1,1,"1,3,4",2,1,3,3,1,2,3,2,1,1,3,2,2,3,1,3,1,2,3,1,2,3,2,1,3,2,1,3,1,2,3,1,2,2,1,3,1,3,2,1,2,3,1,3,2,1,2,3,1,3,2,1,3,2,3,1,2,2,1,3,3,1,2,1,2,3,1,3,2,3,1,2,1,2,3,2,1,3,2,3,1,1,3,2,2,1,3,1,2,3,2,3,1,2,1,3,1,3,2,3,2,1,1,2,3,1,3,2,1,3,2,1,3,2,2,1,3,2,1,3,40,female,1,,choose actions and behavours I think I might do when trying to get another person to do something I want them to do. Also rank behavours about myself that I feel represent me most.,1,,54b2d430fdf99b0157256e35,
1,5,4,4,2,4,3,5,4,5,2,4,4,4,4,4,2,4,2,4,3,4,4,2,2,2,4,5,1,3,4,3,4,4,3,5,4,2,4,2,4,4,2,2,3,2,2,2,2,4,2,3,3,2,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,4,4,4,4,4,4,3,2,2,2,2,2,4,2,2,4,2,2,2,4,2,2,2,2,2,2,2,2,4,2,2,4,2,1,"1,3,4",2,1,3,3,2,1,3,2,1,1,3,2,2,3,1,3,2,1,3,1,2,3,2,1,2,3,1,3,1,2,3,2,1,2,1,3,1,2,3,1,2,3,1,2,3,2,1,3,3,1,2,1,2,3,2,1,3,2,1,3,3,1,2,2,3,1,1,2,3,1,3,2,2,1,3,2,3,1,3,1,2,1,2,3,2,3,1,1,2,3,2,3,1,2,3,1,2,3,1,3,2,1,3,1,2,3,1,2,3,1,2,1,3,2,1,3,2,1,3,2,41,Female,1,,You asked to us to prioritize different behaviors in how much or little they represent ourselves,1,No,66cf20ac6d4fc94fab54e5e6,
